day,numbers,dayoff,work,outsidework,workfhome,lunch_t,Month,Date,bob,soup,main,present
3,2825,86,212,644,0.0,1219.0,05,27,22,121,109,1883
4,2825,54,229,632,0.0,931.0,05,28,22,188,257,1910
2,2825,50,237,0,0.0,896.0,05,29,22,110,242,2538
1,2825,73,258,517,0.0,836.0,05,30,22,211,34,1977
0,2825,179,291,0,0.0,640.0,05,31,25,78,365,2355
3,2758,87,225,702,0.0,1221.0,06,03,22,235,312,1744
4,2758,65,251,592,0.0,962.0,06,04,22,167,123,1850
2,2758,144,247,0,0.0,761.0,06,05,7,78,345,2367
0,2758,890,219,3,0.0,389.0,06,07,22,18,269,1646
3,2758,114,236,673,0.0,1232.0,06,10,22,88,225,1735
4,2758,55,267,624,0.0,804.0,06,11,22,118,283,1812
2,2758,60,278,0,0.0,876.0,06,12,11,78,183,2420
1,2758,65,288,507,0.0,679.0,06,13,22,193,77,1898
0,2758,193,295,4,0.0,538.0,06,14,22,184,184,2266
3,2758,95,240,640,0.0,1099.0,06,17,22,180,119,1783
4,2758,65,264,558,0.0,853.0,06,18,22,124,139,1871
2,2758,78,260,0,0.0,882.0,06,19,46,78,49,2420
1,2758,90,291,444,0.0,625.0,06,20,22,6,309,1933
0,2758,188,294,0,0.0,505.0,06,21,22,229,224,2276
3,2758,101,213,692,0.0,1105.0,06,24,22,171,225,1752
4,2758,67,265,573,0.0,775.0,06,25,22,227,107,1853
2,2758,69,282,0,0.0,946.0,06,26,49,3,29,2407
1,2758,85,280,478,0.0,808.0,06,27,22,144,263,1915
0,2758,229,288,2,0.0,535.0,06,28,53,249,336,2239
3,2760,115,218,512,0.0,1175.0,07,01,22,157,326,1915
4,2760,87,237,490,0.0,787.0,07,02,22,131,227,1946
2,2760,82,265,0,0.0,910.0,07,03,21,78,328,2413
1,2760,95,309,434,0.0,699.0,07,04,22,180,312,1922
0,2760,210,289,0,0.0,546.0,07,05,22,26,384,2261
3,2760,155,277,536,0.0,985.0,07,08,22,188,175,1792
4,2760,75,275,466,0.0,861.0,07,09,22,161,77,1944
2,2760,123,286,0,0.0,862.0,07,10,39,3,50,2351
1,2760,102,301,371,0.0,730.0,07,11,22,23,186,1986
0,2760,244,306,0,0.0,856.0,07,12,0,132,322,2210
3,2760,144,232,396,0.0,1127.0,07,15,22,226,98,1988
4,2760,100,227,426,0.0,952.0,07,16,22,120,68,2007
2,2760,96,259,0,0.0,814.0,07,17,31,99,260,2405
1,2760,113,274,310,0.0,734.0,07,18,22,58,166,2063
0,2760,236,291,0,0.0,538.0,07,19,22,143,19,2233
3,2760,223,218,438,0.0,1013.0,07,22,22,88,223,1881
4,2760,206,246,449,0.0,855.0,07,23,22,160,123,1859
2,2760,224,252,0,0.0,744.0,07,24,50,2,17,2284
1,2760,276,279,347,0.0,668.0,07,25,22,84,293,1858
0,2760,396,280,1,0.0,462.0,07,26,22,204,32,2083
3,2760,475,183,424,0.0,898.0,07,29,22,159,296,1678
4,2760,434,213,382,0.0,745.0,07,30,22,131,300,1731
2,2760,495,231,0,0.0,619.0,07,31,7,78,371,2034
1,3305,546,219,285,0.0,648.0,08,01,22,167,77,2255
0,3305,687,237,2,0.0,440.0,08,02,22,18,170,2379
3,3305,462,183,392,0.0,936.0,08,05,22,235,68,2268
4,3305,427,203,392,0.0,798.0,08,06,22,56,312,2283
2,3305,421,233,1,0.0,841.0,08,07,46,78,39,2650
1,3305,430,254,364,0.0,781.0,08,08,22,167,117,2257
0,3305,496,261,3,0.0,641.0,08,09,22,224,309,2545
3,3305,394,208,424,0.0,1073.0,08,12,22,64,223,2279
4,3305,345,254,411,0.0,813.0,08,13,22,36,269,2295
2,3305,430,246,2,0.0,713.0,08,14,51,192,293,2627
0,3305,1026,208,7,0.0,466.0,08,16,22,48,235,2064
3,3305,264,212,569,0.0,1249.0,08,19,22,161,296,2260
4,3305,205,255,534,0.0,955.0,08,20,22,144,70,2311
2,3305,214,265,0,0.0,923.0,08,21,31,99,288,2826
1,3305,178,275,468,0.0,880.0,08,22,22,49,131,2384
0,3305,268,295,2,0.0,599.0,08,23,22,58,166,2740
3,3305,162,230,596,0.0,1221.0,08,26,22,36,365,2317
4,3305,118,266,550,0.0,921.0,08,27,22,18,175,2371
2,3305,123,274,0,0.0,899.0,08,28,49,78,334,2908
1,3305,132,289,435,0.0,845.0,08,29,22,110,384,2449
0,3305,253,305,1,0.0,575.0,08,30,22,118,45,2746
3,3111,137,213,564,0.0,1363.0,09,02,22,73,99,2197
4,3111,103,254,460,0.0,944.0,09,03,22,226,224,2294
2,3111,102,270,0,0.0,769.0,09,04,17,208,199,2739
1,3111,118,292,391,0.0,778.0,09,05,22,243,139,2310
0,3111,214,301,0,0.0,687.0,09,06,22,64,244,2596
3,3111,148,217,523,0.0,1228.0,09,09,22,29,312,2223
4,3111,142,238,401,0.0,812.0,09,10,22,80,184,2330
2,3111,426,135,0,0.0,916.0,09,11,13,249,211,2550
3,3111,259,180,631,0.0,1283.0,09,16,22,267,383,2041
4,3111,75,241,606,0.0,1010.0,09,17,22,34,98,2189
2,3111,71,250,0,0.0,1006.0,09,18,22,144,352,2790
1,3111,80,290,441,0.0,701.0,09,19,22,152,309,2300
0,3111,182,302,2,0.0,662.0,09,20,22,180,83,2625
3,3111,114,214,569,0.0,1239.0,09,23,22,23,296,2214
4,3111,71,265,631,0.0,899.0,09,24,22,175,175,2144
2,3111,60,285,1,0.0,803.0,09,25,7,78,95,2765
1,3111,75,312,542,0.0,620.0,09,26,22,236,371,2182
0,3111,177,309,2,0.0,722.0,09,27,22,171,269,2623
3,3111,283,231,366,0.0,1030.0,09,30,22,232,312,2231
2,3121,244,217,310,0.0,1241.0,10,02,22,58,68,2350
0,3121,268,231,428,0.0,1215.0,10,04,22,252,225,2194
3,3121,193,215,447,0.0,1133.0,10,07,22,241,98,2266
4,3121,214,262,247,0.0,883.0,10,08,22,62,132,2398
1,3121,284,269,398,0.0,862.0,10,10,22,193,45,2170
0,3121,389,285,3,0.0,566.0,10,11,22,167,139,2444
3,3121,152,237,529,0.0,1140.0,10,14,22,124,305,2203
4,3121,112,260,534,0.0,867.0,10,15,22,235,68,2215
2,3121,116,278,1,0.0,765.0,10,16,51,2,95,2726
1,3121,144,301,364,0.0,708.0,10,17,22,170,367,2312
0,3121,332,300,2,0.0,581.0,10,18,22,198,235,2487
3,3121,168,227,709,0.0,1107.0,10,21,22,18,387,2017
4,3121,99,378,381,0.0,1090.0,10,22,22,177,312,2263
2,3121,89,286,2,0.0,785.0,10,23,50,200,293,2744
1,3121,129,313,410,0.0,705.0,10,24,22,13,122,2269
0,3121,316,323,1,0.0,546.0,10,25,13,249,211,2481
3,3121,219,267,464,0.0,915.0,10,28,22,144,296,2171
4,3121,112,293,477,0.0,808.0,10,29,22,64,283,2239
2,3121,122,294,1,0.0,771.0,10,30,21,78,334,2704
1,3121,130,312,430,0.0,671.0,10,31,22,89,114,2249
0,3104,248,327,1,0.0,586.0,11,01,22,190,125,2528
3,3104,155,239,538,0.0,1058.0,11,04,22,23,218,2172
4,3104,86,289,541,0.0,773.0,11,05,22,18,254,2188
2,3104,119,295,0,0.0,773.0,11,06,11,3,256,2690
1,3104,133,302,424,0.0,700.0,11,07,22,188,166,2245
0,3104,271,309,1,0.0,535.0,11,08,37,104,184,2523
3,3104,150,236,568,0.0,1079.0,11,11,22,58,270,2150
4,3104,106,272,481,0.0,769.0,11,12,22,224,309,2245
2,3104,136,290,0,0.0,733.0,11,13,7,78,95,2678
1,3104,188,286,453,0.0,677.0,11,14,22,235,371,2177
0,3104,365,303,1,0.0,543.0,11,15,9,37,333,2435
3,3104,183,230,672,0.0,1032.0,11,18,22,29,224,2019
4,3104,139,285,562,0.0,762.0,11,19,22,211,354,2118
2,3104,174,288,0,0.0,759.0,11,20,53,99,70,2642
1,3104,188,304,480,0.0,613.0,11,21,22,64,131,2132
0,3104,329,310,1,0.0,551.0,11,22,49,78,207,2464
3,3104,170,235,733,0.0,1097.0,11,25,22,18,175,1966
4,3104,129,270,634,0.0,816.0,11,26,22,26,65,2071
2,3104,134,288,1,0.0,732.0,11,27,13,78,24,2681
1,3104,167,297,558,0.0,644.0,11,28,22,167,77,2082
0,3104,282,326,1,0.0,572.0,11,29,43,99,158,2495
3,3111,169,201,748,0.0,1140.0,12,02,22,180,384,1993
4,3111,115,247,789,0.0,873.0,12,03,22,266,132,1960
2,3111,118,257,1,0.0,879.0,12,04,10,249,370,2735
1,3111,145,280,549,0.0,779.0,12,05,22,152,68,2137
0,3111,312,299,5,0.0,631.0,12,06,22,23,242,2495
3,3111,190,192,819,0.0,1120.0,12,09,22,74,295,1910
4,3111,155,248,800,0.0,742.0,12,10,22,84,293,1908
2,3111,168,265,0,0.0,858.0,12,11,17,208,199,2678
1,3111,190,257,586,0.0,731.0,12,12,22,22,139,2078
0,3111,266,310,2,0.0,639.0,12,13,22,227,257,2533
3,3111,206,211,709,0.0,1103.0,12,16,22,180,389,1985
4,3111,155,267,613,0.0,739.0,12,17,22,92,223,2076
2,3111,169,283,3,0.0,683.0,12,18,51,99,270,2656
1,3111,165,270,591,0.0,862.0,12,19,22,64,83,2085
0,3111,337,261,4,0.0,481.0,12,20,22,8,136,2509
3,3111,343,228,131,0.0,741.0,12,23,22,167,99,2409
4,3111,478,216,52,0.0,462.0,12,24,22,188,334,2365
1,3111,538,249,151,0.0,594.0,12,26,22,64,312,2173
0,3111,706,236,1,0.0,387.0,12,27,54,3,184,2168
3,3111,563,192,98,0.0,652.0,12,30,22,18,175,2258
4,3111,709,149,22,0.0,349.0,12,31,22,110,77,2231
1,2821,255,133,338,0.0,985.0,01,02,22,75,305,2095
0,2821,321,186,3,0.0,635.0,01,03,29,99,354,2311
3,2821,119,203,424,5.0,1133.0,01,06,22,64,99,2075
4,2821,95,204,448,7.0,904.0,01,07,22,100,254,2074
2,2821,117,222,7,5.0,740.0,01,08,7,78,95,2475
1,2821,124,241,426,7.0,773.0,01,09,22,211,8,2030
0,2821,264,262,0,3.0,573.0,01,10,48,99,128,2295
3,2821,141,218,526,0.0,945.0,01,13,22,23,384,1936
4,2821,96,236,388,0.0,820.0,01,14,22,161,366,2101
2,2821,97,235,4,0.0,633.0,01,15,17,179,286,2485
1,2821,92,244,390,0.0,761.0,01,16,22,252,164,2095
0,2821,242,269,0,0.0,696.0,01,17,12,242,356,2310
3,2821,132,199,488,0.0,1075.0,01,20,22,157,68,2002
4,2821,96,237,491,0.0,868.0,01,21,22,171,123,1997
2,2821,130,232,5,0.0,782.0,01,22,28,104,378,2454
1,2821,481,141,38,0.0,685.0,01,23,22,167,117,2161
4,2821,284,143,670,0.0,1042.0,01,28,22,267,272,1724
2,2821,101,214,4,0.0,1197.0,01,29,53,3,334,2502
1,2821,76,261,482,0.0,736.0,01,30,22,74,80,2002
0,2821,183,265,0,0.0,623.0,01,31,11,15,288,2373
3,2872,101,208,537,1.0,1081.0,02,03,22,100,227,2026
4,2872,72,222,471,0.0,849.0,02,04,22,226,95,2107
2,2872,62,215,4,0.0,660.0,02,05,17,208,269,2591
1,2872,90,233,426,0.0,637.0,02,06,22,173,114,2123
0,2872,140,247,2,0.0,539.0,02,07,22,65,45,2483
3,2872,65,136,617,0.0,1233.0,02,10,22,89,223,2054
4,2872,52,198,748,0.0,1075.0,02,11,22,42,130,1874
2,2872,65,210,5,0.0,1173.0,02,12,6,249,74,2592
1,2872,71,249,620,0.0,834.0,02,13,22,61,93,1932
0,2872,160,273,0,0.0,776.0,02,14,8,96,351,2439
3,2872,74,196,722,0.0,1370.0,02,17,22,152,296,1880
4,2872,47,239,666,0.0,939.0,02,18,22,224,309,1920
2,2872,62,224,1,0.0,930.0,02,19,13,99,183,2585
1,2872,78,254,549,0.0,826.0,02,20,22,23,10,1991
0,2872,181,277,0,0.0,627.0,02,21,22,69,312,2414
3,2872,144,156,846,0.0,1282.0,02,24,22,64,99,1726
4,2872,117,158,806,0.0,1238.0,02,25,22,118,384,1791
2,2872,109,190,4,0.0,1105.0,02,26,15,249,332,2569
1,2872,121,217,667,5.0,1000.0,02,27,22,121,68,1867
0,2872,210,234,0,7.0,750.0,02,28,22,167,224,2428
3,2950,108,133,786,14.0,1362.0,03,02,22,65,219,1923
4,2950,76,185,753,12.0,1074.0,03,03,22,149,285,1936
2,2950,74,205,1,19.0,999.0,03,04,52,18,19,2670
1,2950,84,232,612,15.0,989.0,03,05,22,100,240,2022
0,2950,166,251,0,12.0,642.0,03,06,4,13,93,2533
3,2950,91,129,784,16.0,1276.0,03,09,22,235,225,1946
4,2950,67,168,678,20.0,1019.0,03,10,22,55,6,2037
2,2950,74,197,0,23.0,967.0,03,11,50,98,22,2679
1,2950,78,243,555,17.0,804.0,03,12,22,157,372,2074
0,2950,165,259,0,20.0,593.0,03,13,22,137,113,2526
3,2950,69,138,789,21.0,1284.0,03,16,22,171,98,1954
4,2950,61,171,679,20.0,914.0,03,17,22,53,319,2039
2,2950,47,210,0,25.0,831.0,03,18,21,217,129,2693
1,2950,70,235,560,19.0,829.0,03,19,22,241,310,2085
0,2950,176,263,3,135.0,627.0,03,20,22,4,339,2508
3,2950,109,178,687,285.0,1110.0,03,23,22,161,276,1976
4,2950,131,137,639,303.0,1083.0,03,24,22,144,371,2043
2,2950,122,146,1,303.0,1022.0,03,25,22,209,161,2681
1,2950,133,133,584,288.0,955.0,03,26,22,110,305,2100
0,2950,254,156,0,260.0,839.0,03,27,25,78,328,2540
3,2950,230,53,627,488.0,1000.0,03,30,22,201,309,2040
4,2950,193,43,528,533.0,859.0,03,31,22,18,257,2186
2,2962,228,56,0,420.0,939.0,04,01,22,74,192,2678
1,2962,236,89,490,395.0,1009.0,04,02,22,14,123,2147
0,2962,350,149,1,340.0,802.0,04,03,22,156,41,2462
3,2962,206,152,713,477.0,1161.0,04,06,22,100,275,1891
4,2962,164,156,698,490.0,969.0,04,07,22,33,381,1944
2,2962,159,172,1,479.0,1032.0,04,08,15,15,70,2630
1,2962,154,186,544,488.0,880.0,04,09,22,65,221,2078
0,2962,316,209,0,417.0,780.0,04,10,3,95,28,2437
3,2962,165,146,619,447.0,1145.0,04,13,22,167,325,2032
4,2962,200,176,274,485.0,879.0,04,14,22,262,1,2312
1,2962,265,182,498,447.0,947.0,04,16,22,214,297,2017
0,2962,325,221,3,389.0,759.0,04,17,22,139,174,2413
3,2962,145,143,624,471.0,1089.0,04,20,22,267,292,2050
4,2962,126,171,700,450.0,911.0,04,21,22,91,289,1965
2,2962,132,204,2,443.0,945.0,04,22,22,38,323,2624
1,2962,107,251,518,437.0,880.0,04,23,22,136,30,2086
0,2962,232,267,1,387.0,639.0,04,24,22,51,341,2462
3,2962,125,192,706,418.0,1223.0,04,27,22,211,239,1939
4,2962,118,223,493,410.0,824.0,04,28,1,216,51,2128
2,2962,221,250,0,396.0,680.0,04,29,34,164,302,2491
3,2962,1113,117,91,189.0,504.0,05,04,22,112,190,1641
2,2962,104,177,2,291.0,1254.0,05,06,22,196,376,2679
1,2962,76,236,577,285.0,959.0,05,07,22,39,390,2073
0,2962,153,265,0,246.0,620.0,05,08,22,169,374,2544
3,2962,94,195,659,245.0,1249.0,05,11,22,58,63,2014
4,2962,67,230,690,250.0,968.0,05,12,22,181,217,1975
2,2962,68,242,0,236.0,844.0,05,13,22,48,126,2652
1,2962,71,281,488,212.0,793.0,05,14,35,69,173,2122
0,2962,161,296,0,201.0,614.0,05,15,22,210,212,2505
3,2962,96,223,701,246.0,1141.0,05,18,22,179,305,1942
4,2962,78,235,617,237.0,935.0,05,19,22,72,77,2032
2,2962,71,243,0,258.0,791.0,05,20,19,101,381,2648
1,2962,63,269,474,218.0,653.0,05,21,22,224,309,2156
0,2962,226,277,0,206.0,512.0,05,22,36,78,259,2459
3,2962,98,206,732,229.0,1062.0,05,25,22,90,312,1926
4,2962,70,220,649,200.0,781.0,05,26,22,161,39,2023
2,2962,65,234,2,235.0,704.0,05,27,7,92,59,2661
1,2962,66,270,431,212.0,662.0,05,28,22,241,283,2195
0,2962,236,284,1,202.0,450.0,05,29,21,208,129,2441
3,2956,109,185,612,215.0,1114.0,06,01,22,144,68,2050
4,2956,64,231,605,213.0,761.0,06,02,22,64,96,2056
2,2956,63,251,0,191.0,693.0,06,03,40,3,50,2642
1,2956,71,284,403,208.0,657.0,06,04,22,211,224,2198
0,2956,233,291,0,176.0,505.0,06,05,24,40,373,2432
3,2956,121,236,566,201.0,1130.0,06,08,22,53,279,2033
4,2956,68,253,519,177.0,823.0,06,09,22,160,77,2116
2,2956,75,248,4,201.0,719.0,06,10,13,186,334,2629
1,2956,82,280,399,172.0,682.0,06,11,22,84,45,2195
0,2956,204,303,2,175.0,516.0,06,12,20,247,267,2447
2,2997,71,252,9,153.0,866.0,07,01,22,40,137,2665
1,2997,82,268,446,152.0,675.0,07,02,22,54,379,2201
0,2997,261,288,1,157.0,607.0,07,03,50,60,178,2447
3,2997,126,220,626,172.0,1132.0,07,06,22,85,323,2025
4,2997,77,242,575,152.0,917.0,07,07,22,94,275,2103
2,2997,77,251,7,158.0,847.0,07,08,22,251,287,2662
1,2997,99,290,449,159.0,717.0,07,09,22,160,77,2159
0,2997,233,290,0,135.0,611.0,07,10,22,81,96,2474
3,2997,118,225,632,148.0,1260.0,07,13,21,101,129,2022
4,2997,80,224,561,143.0,814.0,07,14,22,11,315,2132
2,2997,80,248,4,183.0,842.0,07,15,30,234,271,2665
1,2997,102,274,411,166.0,971.0,07,16,22,213,375,2210
0,2997,249,291,2,148.0,656.0,07,17,22,27,243,2455
3,2997,157,220,518,140.0,1190.0,07,20,22,258,99,2102
4,2997,138,222,519,129.0,861.0,07,21,22,48,265,2118
2,2997,165,250,9,149.0,823.0,07,22,22,167,275,2573
1,2997,156,274,377,134.0,758.0,07,23,22,144,52,2190
0,2997,344,281,0,115.0,450.0,07,24,22,253,135,2372
3,2997,271,182,728,120.0,1118.0,07,27,22,269,257,1816
4,2997,252,213,565,150.0,873.0,07,28,22,257,161,1967
2,2997,256,233,11,150.0,871.0,07,29,22,197,191,2497
1,2997,346,242,395,130.0,704.0,07,30,16,249,380,2014
0,2997,496,261,0,125.0,477.0,07,31,22,221,202,2240
3,2989,494,155,446,115.0,1033.0,08,03,22,26,274,1894
4,2989,464,172,463,115.0,776.0,08,04,22,41,89,1890
2,2989,490,182,7,115.0,720.0,08,05,22,81,300,2310
1,2989,482,218,364,109.0,763.0,08,06,22,13,317,1925
0,2989,605,239,1,142.0,476.0,08,07,22,175,71,2144
3,2989,476,191,548,95.0,1011.0,08,10,22,127,208,1774
4,2989,456,188,465,102.0,805.0,08,11,22,75,142,1880
2,2989,449,213,12,111.0,701.0,08,12,22,122,284,2315
1,2989,504,245,353,112.0,594.0,08,13,22,208,172,1887
0,2989,644,256,1,116.0,477.0,08,14,22,62,185,2088
4,2989,469,195,534,105.0,971.0,08,18,22,118,325,1791
2,2989,420,227,10,126.0,801.0,08,19,22,79,150,2332
1,2989,390,232,477,125.0,749.0,08,20,22,155,275,1890
0,2989,497,249,0,149.0,514.0,08,21,22,171,289,2243
3,2989,302,185,683,249.0,1178.0,08,24,22,107,346,1819
4,2989,219,190,757,285.0,1046.0,08,25,22,160,342,1823
2,2989,215,197,2,363.0,897.0,08,26,22,38,303,2575
1,2989,205,211,575,316.0,963.0,08,27,22,46,90,1998
0,2989,320,230,0,297.0,784.0,08,28,22,157,225,2439
3,2989,183,163,648,464.0,1243.0,08,31,22,271,256,1995
4,3132,73,111,630,527.0,1021.0,09,01,22,197,146,2318
2,3132,78,155,0,522.0,1006.0,09,02,22,44,179,2899
1,3132,119,195,531,511.0,924.0,09,03,22,82,134,2287
0,3132,208,221,3,462.0,746.0,09,04,22,193,85,2700
3,3132,122,163,774,439.0,1186.0,09,07,22,168,210,2073
4,3132,91,173,730,441.0,986.0,09,08,2,222,311,2138
2,3132,102,180,3,424.0,965.0,09,09,22,265,241,2847
1,3132,106,220,600,430.0,881.0,09,10,22,58,238,2206
0,3132,211,259,2,376.0,661.0,09,11,22,212,250,2660
3,3132,102,188,725,368.0,1191.0,09,14,22,109,273,2117
4,3132,79,209,676,422.0,855.0,09,15,22,157,131,2168
2,3132,72,229,0,361.0,953.0,09,16,22,208,162,2831
1,3132,84,245,588,368.0,797.0,09,17,22,7,227,2215
0,3132,241,281,1,310.0,570.0,09,18,22,111,182,2609
3,3132,105,210,742,354.0,1176.0,09,21,22,195,323,2075
4,3132,99,224,600,342.0,908.0,09,22,22,89,89,2209
2,3132,88,234,1,345.0,970.0,09,23,22,4,289,2809
1,3132,102,262,505,314.0,739.0,09,24,22,125,350,2263
0,3132,237,287,1,265.0,540.0,09,25,22,62,72,2607
3,3132,985,188,81,142.0,358.0,09,28,22,76,274,1878
3,3008,91,131,825,292.0,1252.0,10,05,22,12,141,1961
4,3008,64,183,804,279.0,977.0,10,06,18,245,121,1957
2,3008,54,232,6,292.0,880.0,10,07,22,36,171,2716
1,3008,88,225,734,249.0,923.0,10,08,22,198,78,1961
3,3008,105,215,555,221.0,1096.0,10,12,22,30,389,2133
4,3008,72,248,534,188.0,839.0,10,13,22,155,301,2154
2,3008,68,267,3,171.0,797.0,10,14,22,66,324,2670
1,3008,97,269,898,175.0,793.0,10,15,22,264,88,1744
0,3008,180,270,4,180.0,660.0,10,16,22,86,16,2554
3,3008,143,211,588,135.0,1035.0,10,19,22,175,316,2066
4,3008,84,241,518,144.0,851.0,10,20,22,206,327,2165
2,3008,107,239,6,160.0,887.0,10,21,22,102,320,2656
1,3008,116,271,791,162.0,799.0,10,22,22,19,120,1830
0,3008,223,283,2,135.0,648.0,10,23,22,125,323,2500
3,3008,156,228,570,144.0,1069.0,10,26,22,81,163,2054
4,3008,105,265,496,136.0,839.0,10,27,22,151,279,2142
2,3008,105,287,3,138.0,791.0,10,28,22,132,33,2613
1,3008,131,298,418,137.0,667.0,10,29,22,31,23,2161
0,3008,340,298,1,107.0,398.0,10,30,22,13,234,2369
3,3021,162,213,616,132.0,1150.0,11,02,22,63,82,2030
4,3021,100,270,530,107.0,810.0,11,03,22,59,84,2121
2,3021,112,283,1,123.0,789.0,11,04,44,106,321,2625
1,3021,114,306,464,116.0,596.0,11,05,22,263,227,2137
0,3021,266,305,1,119.0,459.0,11,06,22,24,247,2449
3,3021,144,241,691,131.0,1076.0,11,09,22,168,143,1945
4,3021,104,289,526,124.0,784.0,11,10,22,100,115,2102
2,3021,105,303,1,115.0,747.0,11,11,22,251,42,2612
1,3021,125,308,464,105.0,678.0,11,12,22,125,372,2124
0,3021,317,292,0,116.0,529.0,11,13,22,160,257,2412
3,3021,164,217,733,128.0,1068.0,11,16,22,257,277,1907
4,3021,112,274,691,119.0,784.0,11,17,22,99,258,1944
2,3021,93,282,0,123.0,774.0,11,18,22,157,2,2646
1,3021,144,277,541,110.0,653.0,11,19,22,175,229,2059
0,3021,343,292,0,147.0,747.0,11,20,22,270,304,2386
3,3021,198,208,899,261.0,1292.0,11,23,22,172,124,1716
4,3021,202,181,878,357.0,1156.0,11,24,22,126,343,1760
2,3021,206,191,3,387.0,1146.0,11,25,22,240,371,2621
1,3021,230,219,641,391.0,1034.0,11,26,22,218,116,1931
0,3021,406,235,2,301.0,895.0,11,27,22,246,283,2378
3,3021,253,148,798,345.0,1273.0,11,30,22,22,67,1822
4,2990,204,161,878,408.0,1324.0,12,01,22,26,1,1747
2,2990,223,157,5,398.0,1188.0,12,02,22,249,151,2605
1,2990,242,219,667,361.0,1059.0,12,03,22,64,289,1862
0,2990,427,233,3,292.0,858.0,12,04,22,211,18,2327
3,2990,211,185,941,339.0,1317.0,12,07,22,209,188,1653
4,2990,172,182,852,377.0,1138.0,12,08,22,197,388,1784
2,2990,199,191,2,419.0,994.0,12,09,22,256,135,2598
1,2990,212,229,683,337.0,975.0,12,10,22,125,304,1866
0,2990,398,228,0,292.0,742.0,12,11,22,23,72,2364
3,2990,221,142,892,336.0,1329.0,12,14,22,0,313,1735
4,2990,203,179,814,400.0,1202.0,12,15,22,21,350,1794
2,2990,195,187,1,359.0,1135.0,12,16,22,255,4,2607
1,2990,226,184,653,334.0,1096.0,12,17,22,1,165,1927
0,2990,403,196,1,307.0,917.0,12,18,22,60,245,2390
3,2990,248,153,526,339.0,1256.0,12,21,22,108,279,2063
4,2990,270,171,362,330.0,984.0,12,22,22,87,363,2187
2,2990,402,193,5,324.0,768.0,12,23,22,13,0,2390
1,2990,777,160,24,273.0,591.0,12,24,55,182,37,2029
3,2983,92,91,490,340.0,1405.0,01,04,22,141,177,2310
4,2983,99,156,500,390.0,1128.0,01,05,22,207,101,2228
2,2983,85,156,11,433.0,1014.0,01,06,22,183,60,2731
1,2983,98,182,413,421.0,1040.0,01,07,22,168,161,2290
0,2983,255,218,0,373.0,726.0,01,08,22,239,140,2510
3,2983,105,158,517,369.0,1257.0,01,11,22,100,274,2203
4,2983,83,168,433,404.0,963.0,01,12,22,64,347,2299
2,2983,80,175,8,393.0,913.0,01,13,22,160,102,2720
1,2983,90,205,428,370.0,1038.0,01,14,22,237,217,2260
0,2983,229,222,0,339.0,702.0,01,15,22,127,35,2532
3,2983,67,163,509,357.0,1277.0,01,18,22,171,323,2244
4,2983,62,176,508,372.0,1038.0,01,19,22,81,189,2237
2,2983,75,198,4,391.0,1093.0,01,20,22,167,248,2706
1,2983,92,231,462,351.0,832.0,01,21,22,41,115,2198
0,2983,255,248,1,303.0,579.0,01,22,45,16,291,2479
3,2983,107,153,616,327.0,1145.0,01,25,22,215,94,2107
4,2983,69,183,551,362.0,1015.0,01,26,22,69,44,2180
